Code	Country	PTJ1 (wds)	PTJ2 (wds)	SMK1 (wds)	SMK2 (wds)	Self Ev	Sex	Age	Grade/Degree	Yrs of Stay (< Yrs)	ENS Type	Major/ Occupation	Acad. Genre	Test	Score	VST	CEFR	INTM	INSM	INTM+INSM	INTM-INSM	Primary	Secondary	College	Inschool	Outschool	Listening	Reading	Speaking	Writing	NS	Pronunciation	Presentation	EssayW
SM_JPN_105	JPN	73	72	49	67	0	M	23	1	N/A	N/A	Law	Humanities	TOEFL (PBT)	467 	28	A2_0	5	3.83	8.83	1.17	3.5	3.6	2	2.22	3.56	2.5	3.25	3	2.5	6	2	5	5
SM_JPN_106	JPN	121	116	51	51	0	F	19	1	N/A	N/A	Engineering	Sciences & Technology	TOEIC	505	27	A2_0	5.17	4.83	10	0.34	3	4.4	3.4	3.89	3.67	4	4.25	3.25	4	5	5	4	3
SM_JPN_107	JPN	58	53	65	49	1	F	19	1	N/A	N/A	Law	Social Sciences	TOEIC	505	38	A2_0	4	4.5	8.5	-0.5	2.5	2.9	3.4	3.89	2.22	3.5	3.25	3	2.75	5	5	2	2
SM_JPN_108	JPN	76	78	86	81	1	M	19	1	N/A	N/A	Business Administration	Social Sciences	TOEIC	645	37	B1_1	3.67	5.83	9.5	-2.16	1	3.9	1.3	2.33	2.44	2.25	3	2	3	3	2	1	1
SM_JPN_109	JPN	99	88	87	81	0	F	18	1	1	N/A	Engineering	Sciences & Technology	TOEIC	740	33	B1_2	4.67	3.83	8.5	0.84	3	3.6	4	3.89	3.56	4.5	4.25	3.5	3	5	4	2	2
SM_JPN_110	JPN	98	108	71	69	1	M	19	2	N/A	N/A	Human Development	Sciences & Technology	TOEIC	740	38	B1_2	5.67	4.5	10.17	1.17	2.5	1.9	4.5	2.56	3.67	2.5	4.5	2.25	3.5	5	6	4	1
SM_JPN_111	JPN	84	93	83	89	1	M	19	1	N/A	N/A	Human Development	Humanities	TOEIC	675	35	B1_2	5.67	4.5	10.17	1.17	1	1.4	2.6	2.78	1	1.5	2.25	1.75	2.5	1	1	1	1
SM_JPN_112	JPN	63	57	53	50	1	F	20	1	N/A	N/A	Economics	Social Sciences	TOEIC	660	30	B1_1	4.67	4.83	9.5	-0.16	2.5	4.5	3.9	4.33	3.67	3.75	5.5	3.25	4.25	6	2	4	5
SM_JPN_113	JPN	76	62	70	52	0	F	23	M	N/A	N/A	Law	Social Sciences	TOEIC	665	45	B1_1	4.17	4.33	8.5	-0.16	2	3.5	2.3	2.67	2.89	3.5	2.75	3	2.25	5	3	3	4
SM_JPN_114	JPN	87	79	78	66	0	M	20	1	N/A	N/A	Business	Social Sciences	TOEIC	670	37	B1_2	5.5	4.33	9.83	1.17	2.5	3.5	5.3	4	4.33	5.25	5	3.5	3.75	6	4	5	2
SM_JPN_115	JPN	97	115	90	101	0	F	19	1	N/A	N/A	Business	Social Sciences	TOEIC	675	34	B1_2	3.83	4.17	8	-0.34	2.5	3.5	2.1	2.78	2.78	3	2.75	3.5	2	6	4	4	2
SM_JPN_116	JPN	65	79	64	75	0	F	19	1	N/A	N/A	Economics	Humanities	TOEIC	575	25	B1_1	4.5	5	9.5	-0.5	1	2.5	3.8	3.11	2.67	3.25	4.25	2.25	2.75	2	3	4	3
SM_JPN_117	JPN	58	82	62	62	1	F	21	3	N/A	N/A	Intercultural studies	Social Sciences	TOEFL (iBT)	72	42	B1_2	5.67	4.83	10.5	0.84	2.5	3.4	4.4	3.33	4.11	4	4.75	3	3.75	4	5	4	5
SM_JPN_118	JPN	73	79	63	85	0	F	21	3	N/A	N/A	agriculture	Life Sciences	TOEFL (PBT)	503	31	A2_0	5	5.17	10.17	-0.17	1	4.5	1.3	3.22	2.11	3	3.75	2	2.75	5	5	5	6
SM_JPN_119	JPN	84	104	80	84	0	M	23	3	N/A	N/A	Business	Social Sciences	TOEIC	835 	35	B2_0	4.67	3.83	8.5	0.84	1	1.1	1.1	1.22	1	1	1.5	1	1	5	5	5	4
SM_JPN_120	JPN	62	60	46	63	0	F	18	1	N/A	N/A	Management	Social Sciences	TOEIC	550 	31	B1_1	3.5	3.33	6.83	0.17	4	4.5	3.8	4.56	3.67	3.75	4.5	4.25	4	3	2	2	3
SM_JPN_121	JPN	46	50	47	58	1	M	19	1	N/A	N/A	Marine science	Sciences & Technology	TOEIC	355 	25	A2_0	5	5.33	10.33	-0.33	3.5	4	3.1	4.67	2.44	3.25	4	3.25	3.75	5	5	2	4
SM_JPN_122	JPN	50	64	60	65	0	F	18	1	N/A	N/A	Business	Social Sciences	TOEIC	490 	33	A2_0	4.33	3.83	8.16	0.5	1	3.1	2.1	2.56	2.33	3	2.75	2.5	2.25	2	2	1	1
SM_JPN_123	JPN	39	51	40	37	0	F	24	M	N/A	N/A	Agriculture	Life Sciences	TOEIC	595	30	B1_1	4.33	4.5	8.83	-0.17	2	3.9	3.8	3.44	3.78	3.5	5	3.25	3.5	5	5	2	2
SM_JPN_124	JPN	53	56	49	58	1	M	22	M	N/A	N/A	Engineering	Sciences & Technology	TOEIC	730	28	B1_2	4.5	3.5	8	1	2.5	3.6	3.3	3.89	2.78	3.25	4.25	2.75	3.5	5	2	5	3
SM_JPN_125	JPN	67	69	56	64	0	F	18	1	N/A	N/A	business	Humanities	TOEIC	515 	27	A2_0	3.83	4	7.83	-0.17	1	1.3	2	2.11	1	1.5	1.5	1.5	2	1	1	1	1
SM_JPN_126	JPN	55	80	56	53	0	F	18	1	N/A	N/A	Student	Life Sciences	TOEFL (PBT)	440 	42	A2_0	5	4.17	9.17	0.83	1.5	4.6	3.4	4	3.44	4	4.5	3.5	4	2	3	2	2
SM_JPN_127	JPN	85	86	73	68	0	M	22	4	1	N/A	Engineering	Sciences & Technology	TOEFL (iBT)	89 	37	B1_2	5.67	3.67	9.34	2	1.5	2.4	3.5	2.11	3.44	2.5	3.75	2.75	2.75	5	2	2	4
SM_JPN_128	JPN	67	76	64	70	0	F	18	1	N/A	N/A	Maritime sciences	Sciences & Technology	TOEIC	615 	30	B1_1	5.5	5	10.5	0.5	2	3.8	3.4	3.67	3.11	4	3.25	3.5	3.5	5	4	3	4
SM_JPN_129	JPN	41	53	37	46	0	M	18	1	N/A	N/A	Science	Sciences & Technology	TOEIC	465 	33	A2_0	3.83	4.17	8	-0.34	1	2	2.4	2.22	1.89	2.25	2.25	2.25	2	1	2	3	1
SM_JPN_130	JPN	67	61	68	67	1	M	18	1	N/A	N/A	science	Sciences & Technology	TOEIC	685 	29	B1_2	3.67	3.5	7.17	0.17	1	2.4	1.8	2.67	1.22	2.5	2.25	1.75	1.75	2	1	2	1
SM_JPN_131	JPN	34	53	29	33	0	F	18	1	N/A	N/A	Intercultural studies	Humanities	TOEFL (PBT)	493	32	B1_1	5	3.83	8.83	1.17	1	1.6	3.3	1.89	2.67	2.75	2.25	2.5	2.25	4	5	2	0
SM_JPN_132	JPN	53	60	53	61	1	F	18	1	N/A	N/A	intercultural studies	Humanities	TOEFL (PBT)	520 	38	A2_0	4.5	5.5	10	-1	2	2.9	3.5	3.44	2.67	3.25	2.75	3.25	3.5	6	4	2	4
SM_JPN_133	JPN	58	68	49	64	0	M	18	1	N/A	N/A	law	Social Sciences	TOEIC	615 	29	B1_1	4	5.17	9.17	-1.17	1.5	2.6	3	3.11	2.22	3	2.75	2.75	2.75	5	4	5	5
SM_JPN_134	JPN	87	95	85	85	0	M	24	M	N/A	N/A	Economics	Social Sciences	TOEIC	855	36	B2_0	5.67	4.83	10.5	0.84	1.5	1	2.9	1.33	2.44	1.75	2	2	2	3	4	5	5
SM_JPN_135	JPN	64	74	60	80	0	M	18	1	N/A	N/A	Engineering	Humanities	TOEIC	415	31	A2_0	2.5	5.33	7.83	-2.83	3.5	2.4	2.6	3.67	1.56	2.5	2.75	1.25	3.5	3	3	1	1
SM_JPN_136	JPN	48	73	56	49	1	F	19	1	2+	N/A	Agriculture	Sciences & Technology	TOEFL (PBT)	560	38	B1_2	4.83	3.33	8.16	1.5	2	2.6	2.4	3	1.89	2.5	2.75	2.25	2.5	5	5	4	2
SM_JPN_137	JPN	38	35	36	36	0	M	18	1	N/A	N/A	agriculture	Life Sciences	TOEFL (PBT)	440	21	A2_0	3.17	3.33	6.5	-0.16	1.5	2.3	1.9	3	1	2.25	2	2	2	3	3	2	1
SM_JPN_138	JPN	74	87	66	54	1	M	18	1	N/A	N/A	agriculture	Sciences & Technology	TOEFL (PBT)	473	32	A2_0	4.5	4	8.5	0.5	2.5	4.5	3.8	4.56	3.33	3.75	4.5	3.5	4.75	4	5	4	3
SM_JPN_139	JPN	77	71	72	72	1	M	21	4	N/A	N/A	Engineering	Sciences & Technology	TOEIC	735	37	B1_2	4.67	3.83	8.5	0.84	2	2	4.9	3.11	3.44	3.25	3.75	3.5	3.25	2	3	4	2
SM_JPN_140	JPN	79	80	67	68	0	F	18	1	N/A	N/A	Medical	Life Sciences	TOEFL (PBT)	463	39	A2_0	5.17	5	10.17	0.17	1	2.6	4.3	3.33	3	3	3.25	3.5	4	5	1	5	5
SM_JPN_141	JPN	64	71	54	59	0	F	18	1	N/A	N/A	literature	Humanities	TOEFL (PBT)	527 	30	B1_2	3.5	3.83	7.33	-0.33	1.5	3.4	3.4	4.11	2.22	3.25	3.75	3	3.5	3	3	2	3
SM_JPN_142	JPN	39	49	43	50	0	M	18	1	N/A	N/A	Engineering	Sciences & Technology	TOEIC	630	28	B1_1	4.83	5.5	10.33	-0.67	1	1.5	2.8	2.78	1.22	2.25	2	2.25	2	3	5	3	4
SM_JPN_143	JPN	89	87	74	85	1	F	20	2	N/A	N/A	Agriculture	Life Sciences	TOEFL (PBT)	523	33	B1_1	5.67	4.5	10.17	1.17	1	3.6	2.8	3.33	2.56	3.25	4.5	2	3	6	6	6	5
SM_JPN_144	JPN	89	100	88	108	1	F	22	4	N/A	N/A	Intercultural Studies	Social Sciences	TOEIC	870	44	B2_0	5.67	5.17	10.84	0.5	2	4.4	4.4	3.56	4.67	5	4	4.5	4	6	4	5	5
SM_JPN_145	JPN	92	95	68	95	0	M	18	1	N/A	N/A	Economics	Humanities	TOEIC	640	30	B1_1	4	4.33	8.33	-0.33	1	2.1	3.5	3	2.22	3.25	2.5	2.5	3	1	1	2	1
SM_JPN_146	JPN	66	93	63	75	0	M	19	1	N/A	N/A	Engineering	Sciences & Technology	TOEIC	635	31	B1_1	5.83	6	11.83	-0.17	2.5	3	2.8	2.78	2.89	2.75	3.25	2.5	3	1	2	2	3
SM_JPN_147	JPN	23	40	36	45	0	M	22	4	N/A	N/A	Engineering	Sciences & Technology	TOEIC	745	37	B1_2	2.17	3.33	5.5	-1.16	4	4.9	1	2.78	3.33	2.75	3.25	2.5	3.25	3	4	2	4
SM_JPN_148	JPN	59	62	54	65	1	M	19	1	N/A	N/A	Engineering	Sciences & Technology	TOEIC	400	22	A2_0	3.33	4.5	7.83	-1.17	2	2	3	2.44	2.44	2.5	2.5	2.5	2.5	3	3	3	3
SM_JPN_149	JPN	102	94	89	110	1	F	23	4	2	N/A	Business	Social Sciences	TOEIC	895	38	B2_0	5.33	5	10.33	0.33	1	3.1	2.5	2.67	2.56	2.5	4.25	1.75	2.75	3	2	4	3
SM_JPN_150	JPN	58	75	60	66	0	M	21	4	N/A	N/A	Business	Humanities	TOEIC	790	35	B2_0	5.17	5.5	10.67	-0.33	1	2.8	1.5	2.22	1.78	2.25	2.25	1.75	2.25	2	2	4	2
SM_KOR_001	KOR	48	51	45	47	0	M	22	3	N/A	N/A	Military Science	Sciences & Technology	TOEIC	695 	31	B1_2	3.33	3.67	7	-0.34	2	2	2.8	2.33	2.33	2.5	2.5	2.5	2	3	3	3	3
SM_KOR_002	KOR	62	52	58	43	1	M	22	3	N/A	N/A	Military Science	Sciences & Technology	TOEIC	700 	31	B1_2	3.17	3.67	6.84	-0.5	3	3	2.8	2.78	3	3.25	2.75	3	2.5	2	2	1	1
SM_KOR_003	KOR	68	78	47	55	0	M	28	4	N/A	N/A	Law	Social Sciences	TOEIC	740 	38	B1_2	4.33	4.67	9	-0.34	4.5	3	3.4	3.56	3.11	3.25	3.5	3	3	5	5	6	4
SM_KOR_004	KOR	79	90	78	82	1	F	23	1	N/A	N/A	English	Humanities	TOEIC	665 	30	B1_1	4.5	4.33	8.83	0.17	3	1.6	4.5	3.33	2.78	4	3	2.5	2.75	6	6	6	3
SM_KOR_005	KOR	73	39	58	56	0	M	26	1	N/A	N/A	Culture	Humanities	TOEIC	660 	29	B1_1	3	4.33	7.33	-1.33	2.5	2	2.5	2.22	2.33	2.25	2.25	2.25	2.25	3	3	4	2
SM_KOR_006	KOR	63	49	41	47	0	M	28	4	N/A	N/A	Social Welfare	Social Sciences	TOEIC	750 	38	B1_2	4.67	5.5	10.17	-0.83	6	4.6	5	5.11	4.78	5	4.5	4.75	5	2	6	6	6
SM_KOR_007	KOR	72	55	45	59	0	M	25	3	N/A	N/A	Electronic Engineering	Sciences & Technology	TOEIC	870 	37	B2_0	3.83	5.83	9.66	-2	5	4.5	4.6	5.11	4.11	4.5	6	1.75	6	3	4	3	4
SM_KOR_008	KOR	52	59	57	44	1	M	31	4	N/A	N/A	Acting	Humanities	N/A	N/A	14	A2_0	2.83	3.33	6.16	-0.5	1	1.9	1.4	1.78	1.33	1.75	2	1.5	1.25	3	3	2	1
SM_KOR_009	KOR	92	64	104	80	0	M	21	3	0.5	N/A	Military Science	Sciences & Technology	TOEIC	895 	44	B2_0	5.5	5.33	10.83	0.17	2.5	3.4	3.4	3.67	2.89	3.75	3.75	2.75	3.25	5	5	5	4
SM_KOR_010	KOR	73	104	73	87	0	F	27	1	0.5	N/A	Economics	Social Sciences	N/A	N/A	34	B1_1	4.83	5.17	10	-0.34	3	3.1	2.9	3.67	2.33	4	2.75	2.75	2.5	2	2	2	2
SM_KOR_011	KOR	80	70	54	81	0	M	27	4	N/A	N/A	Political Science	Social Sciences	N/A	N/A	35	B1_1	4.17	4.83	9	-0.66	2	2	2	2	2	2	2	2	2	2	2	2	2
SM_KOR_012	KOR	95	101	92	96	0	M	24	2	0.5	N/A	English	Humanities	TOEIC	600 	23	B1_1	4.67	4.5	9.17	0.17	6	3.9	4.8	5.44	3.56	4.5	3.75	4.5	4.5	4	3	4	4
SM_KOR_013	KOR	28	26	36	23	1	F	20	2	N/A	N/A	Military Science	Sciences & Technology	TOEIC	710 	38	B1_2	4	4.67	8.67	-0.67	2	2.1	3.4	2.89	2.44	2.75	3	2.75	2.5	3	4	4	3
SM_KOR_014	KOR	53	37	26	36	0	F	20	2	N/A	N/A	Military Science	Sciences & Technology	TOEIC	760 	38	B1_2	3.67	4.83	8.5	-1.16	3.5	2.9	2.9	3.33	2.56	3.25	3	2.5	2.75	3	4	4	2
SM_KOR_015	KOR	39	40	36	32	1	F	21	2	1	N/A	Military Science	Sciences & Technology	TOEIC	775 	42	B1_2	4.67	5.33	10	-0.66	4.5	1.6	3.6	3.56	2.11	2.5	3	2.25	2.75	3	3	2	3
SM_KOR_016	KOR	136	113	87	103	1	F	23	4	N/A	N/A	English	Humanities	TOEIC	850 	35	B2_0	5.5	5	10.5	0.5	3.5	2.9	4.9	4.11	3.56	3.5	4.5	3.25	4.25	5	5	5	4
SM_KOR_017	KOR	100	125	79	99	1	F	22	2	N/A	N/A	Social Sciences	Social Sciences	N/A	N/A	13	A2_0	4.2	4.67	8.87	-0.47	2.5	2.4	3	3.11	2.22	2.25	3	2.75	2.75	2	3	3	3
SM_KOR_018	KOR	85	77	74	70	0	M	24	2	N/A	N/A	Music	Humanities	N/A	N/A	16	A2_0	4.8	4.17	8.97	0.63	3.5	2	3.6	3.22	2.56	2.5	3	3	2.75	3	3	4	5
SM_KOR_019	KOR	91	98	75	84	1	M	25	4	0.5	N/A	English	Humanities	TOEIC	740 	42	B1_2	4	3.83	7.83	0.17	1	1.4	3.3	2.67	1.67	2.75	2.25	2.25	2	5	5	6	5
SM_KOR_020	KOR	80	99	69	71	0	M	24	4	N/A	N/A	Statistics	Sciences & Technology	TEPS	575 	33	B1_2	3.33	4	7.33	-0.67	1	2.5	1	1.89	1.44	1.75	1.75	1.75	1.75	1	1	1	1
SM_KOR_021	KOR	59	45	71	36	0	M	28	4	0.5	N/A	Public Administration	Social Sciences	N/A	N/A	37	B1_2	2.67	5	7.67	-2.33	3	3.1	2.8	2.44	3.44	2.5	4.25	2	3	1	1	1	1
SM_KOR_022	KOR	48	39	52	42	1	M	27	4	N/A	N/A	Business Management	Social Sciences	TOEIC	765 	29	B1_2	2.33	2.5	4.83	-0.17	1	1.3	1.5	1.67	1	1.5	1.5	1.25	1.25	1	1	1	1
SM_KOR_023	KOR	42	36	35	38	0	M	29	1	N/A	N/A	Law	Social Sciences	N/A	N/A	36	B1_2	4.5	4.83	9.33	-0.33	2.5	2.5	3.4	3.56	2.22	3.25	3	2.5	3	5	4	5	2
SM_KOR_024	KOR	87	81	76	80	1	M	28	4	0.5	N/A	Business Administration	Social Sciences	TOEIC	740 	27	B1_2	2.67	3	5.67	-0.33	1.5	2.1	3.4	2.67	2.56	3	2.75	2.25	3	5	4	3	2
SM_KOR_025	KOR	53	50	46	54	0	M	27	4	0.5	N/A	Business Administration	Social Sciences	TOEIC	825 	43	B2_0	4.17	4.33	8.5	-0.16	2.5	2.8	3.5	4.11	2	3.25	3	3.25	3	1	4	4	6
SM_KOR_026	KOR	73	90	58	81	1	M	23	2	N/A	N/A	German	Humanities	TOEIC	855 	42	B2_0	5.33	4.67	10	0.66	1.5	3	3	2.89	2.78	3	3	3	3	3	3	3	2
SM_KOR_027	KOR	106	120	116	109	1	F	22	4	N/A	N/A	French	Humanities	TEPS	830 	44	B2_0	4.33	3.83	8.16	0.5	1	1.6	1	1.56	1	2	1.25	1	1	5	6	3	4
SM_KOR_028	KOR	70	65	34	51	0	F	25	4	N/A	N/A	Philosophy	Humanities	TOEIC	795 	31	B2_0	4.83	3.83	8.66	1	1	1.3	1.6	1.33	1.44	2	1.75	1	1	3	3	2	1
SM_KOR_029	KOR	106	111	71	85	1	M	27	4	N/A	N/A	Japanese 	Humanities	TOEIC	730 	34	B1_2	4.83	5	9.83	-0.17	2.5	3.1	3.6	3.33	3.22	3.5	4	3	3	2	3	3	3
SM_KOR_030	KOR	102	135	102	96	1	M	26	1	N/A	N/A	Business Management	Social Sciences	TOEIC	935 	46	B2_0	4.17	5	9.17	-0.83	2	2.6	3.6	3.56	2.44	3.5	4	2.5	2.5	4	3	4	4
SM_KOR_031	KOR	80	63	51	45	0	M	23	2	N/A	N/A	Civil and Environmental Engineering	Sciences & Technology	N/A	N/A	28	B1_1	2	3	5	-1	2.5	2.3	2.5	2.67	2.11	3.25	2.5	2	1.75	1	1	1	1
SM_KOR_032	KOR	37	40	37	38	0	M	28	4	N/A	N/A	Business	Social Sciences	TOEIC	715 	39	B1_2	3.33	5.5	8.83	-2.17	2.5	2.4	2.9	2.44	2.78	2.75	2.25	2	3.5	1	1	1	1
SM_KOR_033	KOR	75	77	68	75	1	F	22	3	N/A	N/A	English	Humanities	TOEIC	815 	36	B2_0	5	5.33	10.33	-0.33	1	2.3	4.6	3.22	3.11	3.5	4	3	3.25	4	6	6	6
SM_KOR_034	KOR	113	113	105	95	1	F	24	4	N/A	N/A	English	Humanities	TOEIC	830 	37	B2_0	4.5	4.33	8.83	0.17	2	2.5	4.1	3.33	3	3.75	3.5	3	3	4	3	3	3
SM_KOR_035	KOR	56	70	34	34	1	M	27	3	N/A	N/A	Philosophy	Humanities	N/A	N/A	36	B1_2	5.17	4.5	9.67	0.67	2	2	1.5	2	1.56	2.25	2.25	1.25	1.25	3	3	3	3
SM_KOR_036	KOR	84	68	75	71	0	F	24	4	N/A	N/A	Secondary Special Education	Humanities	TOEIC	780 	39	B1_2	5.5	4.83	10.33	0.67	1.5	2.8	3.4	3.44	2.33	3.25	3.5	3	2.5	6	5	3	2
SM_KOR_037	KOR	106	130	83	89	0	M	25	2	N/A	N/A	English	Humanities	TOEIC	770 	33	B1_2	3	5.17	8.17	-2.17	1.5	2	3.1	2.78	2.11	3.25	3.75	1.75	1.5	3	3	2	4
SM_KOR_038	KOR	97	81	63	71	0	M	21	1	N/A	N/A	Electronic Engineering	Sciences & Technology	TOEIC	745 	36	B1_2	4.67	5.33	10	-0.66	4	5	4	4.44	4.44	4.5	4.5	4.5	4.5	5	5	3	3
SM_KOR_039	KOR	55	64	64	75	1	M	27	4	N/A	N/A	Social Physical Education	Humanities	N/A	N/A	33	B1_1	3.67	4.83	8.5	-1.16	1.5	2.4	2.5	2.67	2	2.5	2.5	2	2.75	3	3	3	2
SM_KOR_040	KOR	34	49	36	31	1	M	26	4	N/A	N/A	Multimedia	Humanities	TOEIC	750 	33	B1_2	3.67	3.67	7.34	0	2	2	2	2	2	2	2	2	2	3	3	3	3
SM_KOR_041	KOR	77	83	93	85	2	F	24	4	N/A	N/A	Finance	Social Sciences	TOEIC	765 	31	B1_2	5	5.5	10.5	-0.5	2.5	2.8	2.8	3.22	2.22	2.75	3	2.5	2.75	5	3	5	2
SM_KOR_042	KOR	61	56	53	61	1	M	21	2	0.5	N/A	Social Welfare	Social Sciences	TOEIC	845 	36	B2_0	5.67	6	11.67	-0.33	1.5	2.8	2	2.44	2.11	2.5	4	2	1	5	3	3	2
SM_KOR_043	KOR	89	89	81	92	1	F	23	3	N/A	N/A	English	Humanities	TOEIC	705 	35	B1_2	4	5	9	-1	5	3.4	4.3	4.44	3.44	4.25	4.5	3	3.5	5	5	4	4
SM_KOR_044	KOR	93	95	76	87	0	F	22	3	N/A	N/A	English Literature	Humanities	TOEIC	860 	41	B2_0	3.5	5.67	9.17	-2.17	2.5	2.3	4.8	4.44	2.33	4	3.75	2.5	3.75	5	4	4	6
SM_KOR_045	KOR	99	96	78	66	1	M	20	1	N/A	N/A	Electronics	Sciences & Technology	TOEIC	785 	36	B2_0	4.83	5.83	10.66	-1	2.5	2	3.3	3.11	2.11	2.75	2.5	2.75	2.5	2	2	4	2
SM_KOR_046	KOR	87	93	87	91	1	F	23	4	N/A	N/A	English	Humanities	TOEIC	825 	39	B2_0	4.33	5.83	10.16	-1.5	6	4.4	4.5	5	4.22	4.5	4.5	4.5	4.25	4	5	3	3
SM_KOR_047	KOR	88	94	78	108	1	F	21	2	N/A	N/A	Adolescent Studies	Social Sciences	TOEIC	875 	40	B2_0	3.83	4	7.83	-0.17	4	4	3.9	3.78	4.11	4	4	4	3.75	4	5	5	4
SM_KOR_048	KOR	79	97	81	76	1	F	21	3	N/A	N/A	English	Humanities	TOEIC	830 	46	B2_0	5	4.83	9.83	0.17	2	3.1	4	3.33	3.44	3.5	3.5	3.5	3.75	4	4	4	4
SM_KOR_049	KOR	138	128	118	138	1	M	26	3	N/A	N/A	English	Humanities	TOEIC	825 	40	B2_0	4.67	5.33	10	-0.66	2	2.3	4.8	3.56	3.11	3.5	4	3	3.5	4	4	5	5
SM_KOR_050	KOR	86	109	89	105	2	F	22	4	0.5	N/A	Social Welfare	Social Sciences	TOEIC	780 	37	B1_2	4.33	4.67	9	-0.34	1.5	3	3.5	3	3.11	2.75	4.25	2.75	3.25	2	5	4	3
SM_KOR_051	KOR	67	76	31	49	1	F	24	4	N/A	N/A	Environmental Engineering	Sciences & Technology	N/A	N/A	38	B1_2	3.33	4.67	8	-1.34	4.5	3	3.5	3.56	3.22	3.25	3.75	3.25	2.75	3	4	4	3
SM_KOR_052	KOR	97	82	77	64	0	M	24	2	1	N/A	Public administration	Social Sciences	TOEIC	900 	40	B2_0	5.33	4.83	10.16	0.5	1.5	2.4	3	2.44	2.67	3	2.5	2.5	2.75	5	3	3	3
SM_KOR_053	KOR	46	60	61	48	1	F	24	4	1	N/A	Food and Nutrition	Sciences & Technology	N/A	N/A	39	B1_2	4.33	5.5	9.83	-1.17	2	3.5	1.3	2.33	2.33	2.75	3	1.5	2.25	6	5	4	3
SM_KOR_054	KOR	113	107	98	95	0	F	19	1	N/A	N/A	Policy 	Social Sciences	TEPS	854 	42	B2_0	4.67	4.5	9.17	0.17	3	4.4	2.4	3.67	3	3.75	3.75	3	3	5	4	4	4
SM_KOR_055	KOR	87	41	25	32	0	M	24	2	N/A	N/A	Landscape Architecture	Sciences & Technology	TOEIC	855 	35	B2_0	4.17	5.83	10	-1.66	2	2.9	2	2.67	2.11	3.25	2.75	2	1.75	6	5	2	2
SM_KOR_056	KOR	75	82	56	75	1	F	25	4	N/A	N/A	English	Humanities	N/A	N/A	47	B2_0	5.83	4.5	10.33	1.33	4	2.1	5.4	4.33	3.22	3.5	4.25	3.75	3.5	6	6	4	4
SM_KOR_057	KOR	97	117	86	64	0	F	22	4	N/A	N/A	English	Humanities	TOEIC	960 	43	B2_0	4.83	4.17	9	0.66	4	4	4	4	4	4	4	4	4	4	4	4	4
SM_KOR_058	KOR	51	55	54	55	0	F	22	3	N/A	N/A	English	Humanities	TOEIC	600 	45	B1_1	4.67	5.33	10	-0.66	4	4.1	4.9	4.89	4	4.5	4.5	4.25	4.75	6	5	5	4
SM_KOR_059	KOR	66	59	64	47	1	F	23	3	0.5	N/A	English	Humanities	TOEIC	695 	43	B1_2	5	5.5	10.5	-0.5	5	4.1	5.4	5.11	4.44	4.5	6	3	5.5	6	6	6	6
SM_KOR_060	KOR	98	88	75	88	1	F	21	1	N/A	N/A	Nursing	Life Sciences	N/A	N/A	43	B1_2	5	5.67	10.67	-0.67	4	3.4	2.4	3	3	3.25	3.5	2	2.75	3	4	3	3
SM_KOR_061	KOR	79	80	81	80	3	F	24	M	N/A	N/A	English	Humanities	TOEIC	875 	34	B2_0	4.67	4.67	9.34	0	5	2.9	5.9	4.56	4.33	4	4.75	4.25	4.5	5	6	6	5
SM_KOR_062	KOR	58	38	46	51	0	M	21	1	N/A	N/A	Civil and Environmental Engineering	Sciences & Technology	N/A	N/A	28	B1_1	3.83	5	8.83	-1.17	1	2.5	2.8	2.78	2.11	3	3	2.5	2	5	5	5	5
SM_KOR_063	KOR	78	90	81	96	0	F	21	1	1	N/A	Nursing	Life Sciences	TOEIC	915 	43	B2_0	4.83	6	10.83	-1.17	2	3.8	3.3	2.11	4.56	4.25	4.25	2.75	2.75	6	3	5	6
SM_KOR_064	KOR	77	95	69	53	0	F	23	4	1	N/A	Food and Nutrition	Sciences & Technology	TOEIC	905 	46	B2_0	5.17	5.5	10.67	-0.33	3	3.1	3.5	2.89	3.67	4.25	4	2.25	2.75	5	3	5	5
SM_KOR_065	KOR	47	44	24	29	0	F	23	3	N/A	N/A	Food and Nutrition	Sciences & Technology	N/A	N/A	31	B1_1	4	5.33	9.33	-1.33	2	3	3.1	2.78	3.11	3	3.5	2.75	3	5	5	5	5
SM_KOR_066	KOR	63	50	61	66	0	F	24	4	N/A	N/A	Food and Nutrition	Sciences & Technology	TOEIC	750 	39	B1_2	3.5	4.83	8.33	-1.33	3.5	3.8	3	3.33	3.44	3.5	4	3	3	4	3	3	3
SM_KOR_067	KOR	74	96	74	65	0	F	24	4	N/A	N/A	Food and Nutrition	Sciences & Technology	TOEIC	810 	37	B2_0	5.33	5.83	11.16	-0.5	2.5	3.3	4.4	3.22	4.11	4.25	5	2.75	3.25	5	5	5	5
SM_KOR_068	KOR	86	61	106	100	0	F	25	4	N/A	N/A	Politics	Social Sciences	TOEIC	915 	37	B2_0	4.33	5.17	9.5	-0.84	1.5	3	3.6	2.78	3.44	3.5	4.5	3.5	1.75	3	4	5	4
SM_KOR_069	KOR	118	84	95	103	0	F	24	4	N/A	N/A	Public administration	Social Sciences	TOEIC	930 	36	B2_0	4	5.33	9.33	-1.33	2.5	3.3	4	3.11	3.89	3.75	4.5	3	3.25	4	3	4	3
